Feature,Normalized.Dispersion
ENSG00000243485,NaN
ENSG00000238009,-1.0055367504169777
ENSG00000241860,-0.6609678211717139
ENSG00000229905,0.2732850214573345
ENSG00000237491,-0.1495491145343116
ENSG00000177757,-0.4119983408445931
ENSG00000228794,-0.38409015414761527
ENSG00000225880,-0.25146197501879664
ENSG00000230368,-0.8616158233105397
ENSG00000272438,-7.109394183521033
ENSG00000187634,NaN
ENSG00000188976,-1.7173399829519456
ENSG00000187961,1.399867648082976
ENSG00000187583,-0.8336825059324268
ENSG00000188290,1.6788887238891204
ENSG00000187608,0.6654184286463924
ENSG00000224969,-1.0760559686667173
ENSG00000188157,0.8749638851434017
ENSG00000131591,-0.1350509128554852
ENSG00000285812,-0.9980954922565157
ENSG00000223823,-0.2015851281608207
ENSG00000272141,NaN
ENSG00000205231,NaN
ENSG00000162571,1.230615890289598
ENSG00000186891,0.5614963212897198
ENSG00000186827,1.4977399185819364
ENSG00000078808,0.5454587458438183
ENSG00000176022,-0.2402693878306867
ENSG00000184163,4.80882102341209
ENSG00000260179,0.11459047968348811
ENSG00000160087,-1.5457611366958046
ENSG00000230415,-0.797433493796141
ENSG00000162572,-1.158019513603805
ENSG00000131584,2.0397247345516245
ENSG00000169972,0.6310525341463742
ENSG00000127054,-1.1031531470725733
ENSG00000224051,2.3367811654110295
ENSG00000169962,-0.6737770434494779
ENSG00000107404,-0.973101707675421
ENSG00000162576,-0.8033048564933617
ENSG00000175756,-1.9064453715234781
ENSG00000221978,-0.6533080526728337
ENSG00000224870,-0.9983067912909558
ENSG00000242485,-0.8570554232839251
ENSG00000272455,-1.2184137779257846
ENSG00000235098,-1.2848815348913782
ENSG00000215915,-0.9576373158106016
ENSG00000160072,-1.081604542443584
ENSG00000197785,0.9033095112964242
ENSG00000205090,-0.7165651140559673
ENSG00000160075,-1.8801871963098422
ENSG00000215014,-0.13039308423036386
ENSG00000228594,-1.497523762556867
ENSG00000286989,3.764315641808196
ENSG00000272106,2.7844256271603816
ENSG00000197530,3.6220468714539527
ENSG00000189409,0.9984603491845316
ENSG00000248333,-1.3221061149327926
ENSG00000272004,2.0623655379370724
ENSG00000189339,-0.875220910758585
ENSG00000008128,-1.601215781749899
ENSG00000215790,-0.7707562991801334
ENSG00000008130,0.96200561680474
ENSG00000078369,-0.41000300342400553
ENSG00000231050,0.7641918208664514
ENSG00000169885,-0.1271319464756427
ENSG00000178821,-1.926352572802367
ENSG00000142609,1.3927206478169292
ENSG00000187730,30.293188642231883
ENSG00000067606,1.0196113069813144
ENSG00000271806,-0.9929874706879646
ENSG00000182873,0.33601117150079346
ENSG00000162585,-0.49611412515062714
ENSG00000234396,-0.3028933522882168
ENSG00000157933,2.824028335720411
ENSG00000116151,-1.113167868773117
ENSG00000272420,-1.3309737579974905
ENSG00000157916,0.37975967302327607
ENSG00000157911,-1.2928812789512671
ENSG00000149527,7.4104437814647515
ENSG00000224387,NaN
ENSG00000157881,-0.725081295539975
ENSG00000197921,NaN
ENSG00000272449,-0.5250355604416116
ENSG00000238164,14.242978893514618
ENSG00000157873,-0.5203845041075528
ENSG00000228037,13.928015062591788
ENSG00000157870,4.199578411207199
ENSG00000142606,-0.6463224673806972
ENSG00000215912,-1.3007930020028493
ENSG00000142611,1.1423924435724158
ENSG00000162591,-0.5222269279324483
ENSG00000238260,-1.0276248205187704
ENSG00000158109,-0.04349838420527286
ENSG00000116213,0.22844703162961766
ENSG00000078900,0.046641989702749735
ENSG00000227589,NaN
ENSG00000162592,NaN
ENSG00000235169,4.072407713246767
ENSG00000130764,-0.42107786196459
ENSG00000272153,2.654475131544261
ENSG00000116198,-0.7945262783863332
ENSG00000169598,0.8925342659644686
ENSG00000198912,-0.11710301589291258
ENSG00000236423,0.5217942635921039
ENSG00000284668,NaN
ENSG00000284703,1.0123161086695853
ENSG00000232596,NaN
ENSG00000196581,-1.5445648277346562
ENSG00000287586,1.2978465558091492
ENSG00000236948,2.6014934985080593
ENSG00000131697,1.330197269943616
ENSG00000069424,-0.5891732559122178
ENSG00000116254,-0.8087326933408118
ENSG00000116251,-0.9607589360198193
ENSG00000226944,NaN
ENSG00000158286,-1.183054723256114
ENSG00000116237,0.8843989116761884
ENSG00000158292,0.32387590720529624
ENSG00000097021,3.0003682847541224
ENSG00000271746,0.8509918711619975
ENSG00000069812,4.385659571352051
ENSG00000187017,-0.279182896897332
ENSG00000215788,-0.8204950621643304
ENSG00000171680,-0.2997735950247115
ENSG00000162408,-0.7771175309886301
ENSG00000173662,12.317340593556565
ENSG00000204859,-1.2973626473276376
ENSG00000162413,-0.743451740824122
ENSG00000116273,0.9379252744906299
ENSG00000041988,-0.9919443080237685
ENSG00000007923,-0.8874266588809558
ENSG00000228750,NaN
ENSG00000284744,-1.4775720353139268
ENSG00000237436,0.7593311035216178
ENSG00000171735,2.227278011439079
ENSG00000237402,NaN
ENSG00000270035,NaN
ENSG00000269978,NaN
ENSG00000049245,-0.992829418100749
ENSG00000269925,16.712372494799393
ENSG00000049246,0.7675655364967315
ENSG00000236266,12.772800506444943
ENSG00000049247,2.2157723567019496
ENSG00000049249,4.481275818589558
ENSG00000116288,2.483202728043011
ENSG00000284747,-0.40540946211856577
ENSG00000284716,0.48779033570247016
ENSG00000116285,8.218713568931168
ENSG00000238290,0.8936764875544524
ENSG00000162426,-1.2371670970660866
ENSG00000142599,1.3279946647198346
ENSG00000232912,0.6584861303240026
ENSG00000228423,NaN
ENSG00000074800,-0.7735215593076835
ENSG00000230679,-0.6640638971750621
ENSG00000131686,0.2272958922482669
ENSG00000197241,-0.8081167096466458
ENSG00000142583,2.127426168840453
ENSG00000180758,0.7356587811551393
ENSG00000228526,1.5164435359531647
ENSG00000234546,-0.4215311899510162
ENSG00000049239,-1.1122945155993167
ENSG00000171621,13.53774828571775
ENSG00000284693,-0.15394326388882315
ENSG00000171612,0.39716711811201394
ENSG00000188807,3.776613146317555
ENSG00000171608,0.5058574120267686
ENSG00000179840,-0.4463702143394462
ENSG00000231789,-0.4018930498070081
ENSG00000171603,-0.28775352402603677
ENSG00000178585,2.9549257912766773
ENSG00000223989,NaN
ENSG00000285701,13.143871359755178
ENSG00000162441,-0.3824216782464123
ENSG00000228150,0.3155092241219957
ENSG00000173614,-0.9794571527645973
ENSG00000162444,1.4408979823022967
ENSG00000130939,0.4230875883603934
ENSG00000054523,0.8950847446345698
ENSG00000284735,-1.15026989348776
ENSG00000284642,-1.523271055386599
ENSG00000142657,7.320777091760476
ENSG00000271989,NaN
ENSG00000175279,-1.088212867229152
ENSG00000241563,0.5798527847294963
ENSG00000160049,-1.2054359192884563
ENSG00000203469,NaN
ENSG00000142655,1.6439201034326274
ENSG00000287727,-0.25296132836281826
ENSG00000130940,3.267310911688029
ENSG00000272078,17.61147132172601
ENSG00000175262,-1.7905206862477818
ENSG00000120948,-1.2743577957070717
ENSG00000009724,-1.1125849242432468
ENSG00000271895,-1.3921832333910718
ENSG00000116649,-1.6657053456474684
ENSG00000171824,-1.4150317717265026
ENSG00000226849,-0.6805234427412721
ENSG00000230337,-2.3223983035108953
ENSG00000198793,-0.08213577111941202
ENSG00000225602,-0.9150195823672226
ENSG00000171819,1.0140727343982434
ENSG00000120942,-0.24995325845519661
ENSG00000284646,NaN
ENSG00000204624,1.877175431891591
ENSG00000284708,0.6017650150026611
ENSG00000116661,-0.30919608238361207
ENSG00000132879,-0.9915980427296786
ENSG00000116663,-0.8130352009553216
ENSG00000116670,-1.3298745036188726
ENSG00000162490,0.6062124820842949
ENSG00000177674,0.6234300845951799
ENSG00000215910,-1.4805821441630838
ENSG00000177000,-0.36471792525332336
ENSG00000011021,1.535490961364703
ENSG00000175206,-1.3633275898505115
ENSG00000285646,5.2753376128953064
ENSG00000116685,-0.5384811258972589
ENSG00000083444,0.2639898636693735
ENSG00000287384,3.3827523505571353
ENSG00000116688,1.83498318147291
ENSG00000116691,-0.5854817974316632
ENSG00000120949,-0.9631478378728938
ENSG00000028137,2.253309923455834
ENSG00000048707,-0.025374994478728544
ENSG00000229484,1.2184219599356694
ENSG00000162496,3.465478213016556
ENSG00000272482,NaN
ENSG00000157330,NaN
ENSG00000204478,NaN
ENSG00000162494,-1.0618867985611653
ENSG00000162493,2.868256134719715
ENSG00000116731,-0.4190889518138196
ENSG00000189337,7.896819136987805
ENSG00000231606,3.2426355329119274
ENSG00000234593,0.5986101502257999
ENSG00000287756,NaN
ENSG00000175147,-0.9838212179997204
ENSG00000171729,1.1192704417498074
ENSG00000204464,-4.54654964571843
ENSG00000142621,0.7741536235336438
ENSG00000233485,-0.4016761838534763
ENSG00000236045,NaN
ENSG00000228140,0.7631873517405776
ENSG00000142634,2.4586968219684593
ENSG00000162438,2.487613254008177
ENSG00000142615,-0.3761529724789566
ENSG00000215704,-0.9575486064131201
ENSG00000132906,1.3645287237726447
ENSG00000116138,0.15328949893352867
ENSG00000272510,-1.7628869328514878
ENSG00000116771,-0.877167377132831
ENSG00000237301,-0.0727149333668995
ENSG00000197312,-0.20861354494570314
ENSG00000271742,-0.19751138877640126
ENSG00000116786,-0.3142500388004622
ENSG00000237938,-0.9523434285011247
ENSG00000162461,1.890871859771184
ENSG00000162460,NaN
ENSG00000162458,-1.0787595507418481
ENSG00000233954,-0.808752587698955
ENSG00000179743,-0.6034492274477008
ENSG00000065526,-0.48299297698909227
ENSG00000116809,-1.097573022400481
ENSG00000142627,-0.354669009637833
ENSG00000142632,-0.8158980907848551
ENSG00000288398,0.4337881840330762
ENSG00000132881,-0.41297302575489275
ENSG00000037637,0.10338634102416741
ENSG00000055070,-0.874613810427504
ENSG00000187144,0.9491577501042079
ENSG00000157191,-1.5536667148028742
ENSG00000226029,-0.5427462499819259
ENSG00000261135,-0.41665316242564565
ENSG00000219481,-1.4178180651021686
ENSG00000271732,NaN
ENSG00000282740,-1.0969025994373207
ENSG00000058453,4.009787787504895
ENSG00000238142,-0.8538025616829042
ENSG00000272426,4.6279613511045
ENSG00000117122,NaN
ENSG00000226526,-0.8334559119385012
ENSG00000159363,0.5841873964574491
ENSG00000117118,-0.4209857297700809
ENSG00000117115,-0.6029022831572789
ENSG00000142623,NaN
ENSG00000142619,NaN
ENSG00000159339,11.7233917642009
ENSG00000276747,-1.2208349965422955
ENSG00000179051,-0.7897114817764405
ENSG00000074964,-0.24404790823388928
ENSG00000117148,NaN
ENSG00000284653,NaN
ENSG00000117154,-0.9106955242142803
ENSG00000230035,NaN
ENSG00000179023,NaN
ENSG00000009709,-0.8269243526667915
ENSG00000179002,-0.6965136132476866
ENSG00000159423,-0.11574292265091428
ENSG00000169991,-0.4283339348520774
ENSG00000272084,4.6227590573805655
ENSG00000127481,-0.08174617192625477
ENSG00000230424,0.7476152169268834
ENSG00000127463,-0.4913613521286926
ENSG00000053372,-0.6204291996217388
ENSG00000162482,NaN
ENSG00000053371,1.632065216702963
ENSG00000040487,0.020318174073084564
ENSG00000077549,-0.4906916152894896
ENSG00000173436,-1.9805427191053557
ENSG00000235185,-0.1012388406777877
ENSG00000158747,-0.050012422225995924
ENSG00000158748,-0.26887223596285525
ENSG00000162542,-0.45854130620307565
ENSG00000169914,2.9315906561982494
ENSG00000127472,-0.6946180183393216
ENSG00000117215,1.886490235173601
ENSG00000227066,-1.1395469953078867
ENSG00000187980,0.4228669606973007
ENSG00000225986,-0.2642841264451815
ENSG00000162543,-0.2950107250305691
ENSG00000158816,2.6609297883858605
ENSG00000226664,-0.06042276534127651
ENSG00000236963,NaN
ENSG00000162545,-0.31284870254194386
ENSG00000090432,-1.3004439709685427
ENSG00000158825,2.6872834467774527
ENSG00000158828,-0.06740225890250938
ENSG00000117242,-1.1464600570290215
ENSG00000244038,-1.414408245622698
ENSG00000117245,-0.6852693117237466
ENSG00000127483,-1.1612373226334771
ENSG00000075151,2.011159001650185
ENSG00000287192,NaN
