Feature
1,ENSG00000231119
2,ENSG00000232335
3,ENSG00000188716
4,ENSG00000259289
5,ENSG00000229291
6,ENSG00000287775
7,ENSG00000277579
8,ENSG00000214128
9,ENSG00000205022
10,ENSG00000272438
11,ENSG00000287653
12,ENSG00000270030
13,ENSG00000256364
14,ENSG00000266357
15,ENSG00000268670
16,ENSG00000231505
17,ENSG00000253282
18,ENSG00000286579
19,ENSG00000287332
20,ENSG00000146216
21,ENSG00000262319
22,ENSG00000224404
23,ENSG00000278462
24,ENSG00000227482
25,ENSG00000287022
26,ENSG00000253577
27,ENSG00000079689
28,ENSG00000230387
29,ENSG00000250508
30,ENSG00000234722
31,ENSG00000214360
32,ENSG00000285079
33,ENSG00000125888
34,ENSG00000277534
35,ENSG00000104826
36,ENSG00000229921
37,ENSG00000204464
38,ENSG00000231401
39,ENSG00000286211
40,ENSG00000162723
41,ENSG00000005421
42,ENSG00000280620
43,ENSG00000183549
44,ENSG00000130037
45,ENSG00000270124
46,ENSG00000116035
47,ENSG00000253307
48,ENSG00000164122
49,ENSG00000282849
50,ENSG00000259789
51,ENSG00000168306
52,ENSG00000188674
53,ENSG00000233875
54,ENSG00000253298
55,ENSG00000104055
56,ENSG00000163815
57,ENSG00000128564
58,ENSG00000164683
59,ENSG00000272720
60,ENSG00000150722
61,ENSG00000101438
62,ENSG00000188175
63,ENSG00000228481
64,ENSG00000163251
65,ENSG00000285373
66,ENSG00000126950
67,ENSG00000236472
68,ENSG00000235122
69,ENSG00000266541
70,ENSG00000269899
71,ENSG00000237980
72,ENSG00000196778
73,ENSG00000272953
74,ENSG00000267393
75,ENSG00000276727
76,ENSG00000108691
77,ENSG00000259469
78,ENSG00000224153
79,ENSG00000253926
80,ENSG00000261857
81,ENSG00000241886
82,ENSG00000236526
83,ENSG00000272902
84,ENSG00000285621
85,ENSG00000103175
86,ENSG00000278396
87,ENSG00000183463
88,ENSG00000279494
89,ENSG00000285413
90,ENSG00000250244
91,ENSG00000158485
92,ENSG00000242686
93,ENSG00000287185
94,ENSG00000230322
95,ENSG00000256357
96,ENSG00000267298
97,ENSG00000231563
98,ENSG00000186451
99,ENSG00000255629
100,ENSG00000181908
101,ENSG00000278370
102,ENSG00000268518
103,ENSG00000001617
104,ENSG00000179044
105,ENSG00000188365
106,ENSG00000245080
107,ENSG00000263345
108,ENSG00000231187
109,ENSG00000259361
110,ENSG00000154529
111,ENSG00000244998
112,ENSG00000211445
113,ENSG00000284640
114,ENSG00000181634
115,ENSG00000177098
116,ENSG00000254952
117,ENSG00000277144
118,ENSG00000177602
119,ENSG00000221986
120,ENSG00000267491
121,ENSG00000260188
122,ENSG00000122861
123,ENSG00000249868
124,ENSG00000267735
125,ENSG00000226806
126,ENSG00000260672
127,ENSG00000007933
128,ENSG00000188037
129,ENSG00000234998
130,ENSG00000271009
131,ENSG00000283392
132,ENSG00000286391
133,ENSG00000260064
134,ENSG00000223834
135,ENSG00000232684
136,ENSG00000108813
137,ENSG00000004948
138,ENSG00000188582
139,ENSG00000182636
140,ENSG00000222036
141,ENSG00000113594
142,ENSG00000178404
143,ENSG00000249175
144,ENSG00000181963
145,ENSG00000225411
146,ENSG00000136315
147,ENSG00000225612
148,ENSG00000241369
149,ENSG00000250698
150,ENSG00000196878
151,ENSG00000272542
152,ENSG00000171695
153,ENSG00000120341
154,ENSG00000265316
155,ENSG00000163915
156,ENSG00000219607
157,ENSG00000185332
158,ENSG00000272056
159,ENSG00000111404
160,ENSG00000117525
161,ENSG00000165935
162,ENSG00000278505
163,ENSG00000276166
164,ENSG00000080618
165,ENSG00000267576
166,ENSG00000211697
167,ENSG00000288054
168,ENSG00000230563
169,ENSG00000227674
170,ENSG00000272330
171,ENSG00000227646
172,ENSG00000288032
173,ENSG00000243944
174,ENSG00000277758
175,ENSG00000235908
176,ENSG00000174640
177,ENSG00000107821
178,ENSG00000250274
179,ENSG00000250132
180,ENSG00000204882
181,ENSG00000253214
182,ENSG00000287771
183,ENSG00000122386
184,ENSG00000237797
185,ENSG00000256982
186,ENSG00000282692
187,ENSG00000178814
188,ENSG00000213279
189,ENSG00000273387
190,ENSG00000198576
191,ENSG00000261655
192,ENSG00000254951
193,ENSG00000107731
194,ENSG00000235865
195,ENSG00000179082
196,ENSG00000260063
197,ENSG00000091583
198,ENSG00000237149
199,ENSG00000183822
200,ENSG00000253368
201,ENSG00000228906
202,ENSG00000211863
203,ENSG00000203999
204,ENSG00000164729
205,ENSG00000144837
206,ENSG00000276107
207,ENSG00000100302
208,ENSG00000223461
209,ENSG00000214688
210,ENSG00000182902
211,ENSG00000230337
212,ENSG00000160117
213,ENSG00000254453
214,ENSG00000286504
215,ENSG00000140623
216,ENSG00000176320
217,ENSG00000179750
218,ENSG00000224034
219,ENSG00000198959
220,ENSG00000144406
221,ENSG00000237387
222,ENSG00000197046
223,ENSG00000267593
224,ENSG00000231210
225,ENSG00000136943
226,ENSG00000124107
227,ENSG00000276704
228,ENSG00000232118
229,ENSG00000248809
