Feature
1,ENSMUSG00000085019
2,ENSMUSG00000096399
3,ENSMUSG00000090461
4,ENSMUSG00000099266
5,ENSMUSG00000072707
6,ENSMUSG00000094719
7,ENSMUSG00000031250
8,ENSMUSG00000028185
9,ENSMUSG00000086588
10,ENSMUSG00000115009
11,ENSMUSG00000004296
12,ENSMUSG00000105816
13,ENSMUSG00000090088
14,ENSMUSG00000043529
15,ENSMUSG00000018907
16,ENSMUSG00000086396
17,ENSMUSG00000026574
18,ENSMUSG00000113779
19,ENSMUSG00000100247
20,ENSMUSG00000072878
21,ENSMUSG00000105106
22,ENSMUSG00000050612
23,ENSMUSG00000090588
24,ENSMUSG00000078365
25,ENSMUSG00000112249
26,ENSMUSG00000072753
27,ENSMUSG00000072476
28,ENSMUSG00000009350
29,ENSMUSG00000097742
30,ENSMUSG00000102864
31,ENSMUSG00000098248
32,ENSMUSG00000040432
33,ENSMUSG00000085025
34,ENSMUSG00000050901
35,ENSMUSG00000045518
36,ENSMUSG00000097522
37,ENSMUSG00000055159
38,ENSMUSG00000110430
39,ENSMUSG00000115345
40,ENSMUSG00000048582
41,ENSMUSG00000074939
42,ENSMUSG00000078840
43,ENSMUSG00000001349
44,ENSMUSG00000108166
45,ENSMUSG00000114178
46,ENSMUSG00000107368
47,ENSMUSG00000113252
48,ENSMUSG00000108800
49,ENSMUSG00000049719
50,ENSMUSG00000073761
51,ENSMUSG00000111498
52,ENSMUSG00000056824
53,ENSMUSG00000086251
54,ENSMUSG00000033368
55,ENSMUSG00000114204
56,ENSMUSG00000115140
57,ENSMUSG00000090353
58,ENSMUSG00000064010
59,ENSMUSG00000092591
60,ENSMUSG00000085122
61,ENSMUSG00000105777
62,ENSMUSG00000115320
63,ENSMUSG00000034387
64,ENSMUSG00000071788
65,ENSMUSG00000069248
66,ENSMUSG00000060613
67,ENSMUSG00000115596
68,ENSMUSG00000034145
69,ENSMUSG00000045569
70,ENSMUSG00000091511
71,ENSMUSG00000108867
72,ENSMUSG00000110009
73,ENSMUSG00000051860
74,ENSMUSG00000116040
75,ENSMUSG00000111474
76,ENSMUSG00000092375
77,ENSMUSG00000111927
78,ENSMUSG00000031294
79,ENSMUSG00000095430
80,ENSMUSG00000092048
81,ENSMUSG00000117601
82,ENSMUSG00000063780
83,ENSMUSG00000086614
84,ENSMUSG00000097593
85,ENSMUSG00000085792
86,ENSMUSG00000110373
87,ENSMUSG00000113447
88,ENSMUSG00000093755
89,ENSMUSG00000044005
90,ENSMUSG00000058498
91,ENSMUSG00000038020
92,ENSMUSG00000040424
93,ENSMUSG00000049160
94,ENSMUSG00000099528
95,ENSMUSG00000027612
96,ENSMUSG00000085745
97,ENSMUSG00000019762
98,ENSMUSG00000087531
99,ENSMUSG00000112208
100,ENSMUSG00000104284
101,ENSMUSG00000107132
102,ENSMUSG00000023473
103,ENSMUSG00000087644
104,ENSMUSG00000087032
105,ENSMUSG00000115591
106,ENSMUSG00000060314
107,ENSMUSG00000024233
108,ENSMUSG00000092090
109,ENSMUSG00000074259
110,ENSMUSG00000050600
111,ENSMUSG00000041609
112,ENSMUSG00000090203
113,ENSMUSG00000028572
114,ENSMUSG00000113998
115,ENSMUSG00000029576
116,ENSMUSG00000112336
117,ENSMUSG00000094840
118,ENSMUSG00000029811
119,ENSMUSG00000086911
120,ENSMUSG00000062319
121,ENSMUSG00000089743
122,ENSMUSG00000034532
123,ENSMUSG00000099994
124,ENSMUSG00000050808
125,ENSMUSG00000019785
126,ENSMUSG00000116125
127,ENSMUSG00000087083
128,ENSMUSG00000111511
129,ENSMUSG00000111950
130,ENSMUSG00000090157
131,ENSMUSG00000006711
132,ENSMUSG00000109446
133,ENSMUSG00000091457
134,ENSMUSG00000084904
135,ENSMUSG00000044176
136,ENSMUSG00000097267
137,ENSMUSG00000105736
138,ENSMUSG00000109121
139,ENSMUSG00000039577
140,ENSMUSG00000048826
141,ENSMUSG00000046613
142,ENSMUSG00000064016
143,ENSMUSG00000020374
144,ENSMUSG00000004988
145,ENSMUSG00000063804
146,ENSMUSG00000100872
147,ENSMUSG00000095248
148,ENSMUSG00000112039
149,ENSMUSG00000031937
150,ENSMUSG00000090799
151,ENSMUSG00000055048
152,ENSMUSG00000084985
153,ENSMUSG00000103961
154,ENSMUSG00000041653
155,ENSMUSG00000036196
156,ENSMUSG00000110824
157,ENSMUSG00000034059
158,ENSMUSG00000069814
159,ENSMUSG00000042216
160,ENSMUSG00000000223
161,ENSMUSG00000035576
162,ENSMUSG00000031883
163,ENSMUSG00000031376
164,ENSMUSG00000020990
165,ENSMUSG00000020175
166,ENSMUSG00000113974
167,ENSMUSG00000043518
168,ENSMUSG00000087306
169,ENSMUSG00000100891
170,ENSMUSG00000022623
171,ENSMUSG00000097110
172,ENSMUSG00000109887
173,ENSMUSG00000028246
174,ENSMUSG00000086022
175,ENSMUSG00000109125
176,ENSMUSG00000110523
177,ENSMUSG00000041488
178,ENSMUSG00000055547
179,ENSMUSG00000087115
180,ENSMUSG00000062044
181,ENSMUSG00000038015
182,ENSMUSG00000031442
183,ENSMUSG00000046101
184,ENSMUSG00000090558
185,ENSMUSG00000113680
186,ENSMUSG00000113189
187,ENSMUSG00000020703
188,ENSMUSG00000000276
189,ENSMUSG00000045790
190,ENSMUSG00000079434
191,ENSMUSG00000052865
192,ENSMUSG00000085440
193,ENSMUSG00000087564
194,ENSMUSG00000071398
